Field	Time	C7:X	C7:Y	C7:Z	CLAV:X	CLAV:Y	CLAV:Z	LANK:X	LANK:Y	LANK:Z	LBHD:X	LBHD:Y	LBHD:Z	LBWT:X	LBWT:Y	LBWT:Z	LELB:X	LELB:Y	LELB:Z	LFHD:X	LFHD:Y	LFHD:Z	LFIN:X	LFIN:Y	LFIN:Z	LFRM:X	LFRM:Y	LFRM:Z	LFWT:X	LFWT:Y	LFWT:Z	LHEE:X	LHEE:Y	LHEE:Z	LKNE:X	LKNE:Y	LKNE:Z	LMT5:X	LMT5:Y	LMT5:Z	LSHN:X	LSHN:Y	LSHN:Z	LSHO:X	LSHO:Y	LSHO:Z	LTHI:X	LTHI:Y	LTHI:Z	LTOE:X	LTOE:Y	LTOE:Z	LUPA:X	LUPA:Y	LUPA:Z	LWRA:X	LWRA:Y	LWRA:Z	LWRB:X	LWRB:Y	LWRB:Z	RANK:X	RANK:Y	RANK:Z	RBAC:X	RBAC:Y	RBAC:Z	RBHD:X	RBHD:Y	RBHD:Z	RBWT:X	RBWT:Y	RBWT:Z	RELB:X	RELB:Y	RELB:Z	RFHD:X	RFHD:Y	RFHD:Z	RFIN:X	RFIN:Y	RFIN:Z	RFRM:X	RFRM:Y	RFRM:Z	RFWT:X	RFWT:Y	RFWT:Z	RHEE:X	RHEE:Y	RHEE:Z	RKNE:X	RKNE:Y	RKNE:Z	RMT5:X	RMT5:Y	RMT5:Z	RSHN:X	RSHN:Y	RSHN:Z	RSHO:X	RSHO:Y	RSHO:Z	RTHI:X	RTHI:Y	RTHI:Z	RTOE:X	RTOE:Y	RTOE:Z	RUPA:X	RUPA:Y	RUPA:Z	RWRA:X	RWRA:Y	RWRA:Z	RWRB:X	RWRB:Y	RWRB:Z	STRN:X	STRN:Y	STRN:Z	T10:X	T10:Y	T10:Z
907	7.5500	56.266	168.95	1439.2	33.285	336.67	1377.3	-55.905	162.31	137.52	-42.148	274.94	1585.6	-35.656	142.37	954.36	-350.58	191.83	1318.2	-5.1526	396.75	1603.2	-717.54	425.96	1324.6	-432.4	206.21	1280.8	-75.588	326.88	956.06	-7.0075	79.555	77.804	-113.05	293.18	463.78	-95.786	233.51	46.94	-109.8	241.14	326.52	-76.928	223.67	1427	-139.22	312.71	727.7	-68.529	330.33	44.621	-250.21	197.19	1364.5	-546.79	392.26	1266.9	-606.04	277.67	1293	127.37	159.52	104.13	142.31	133.61	1320.8	85.893	212.44	1589.6	126.19	151.12	952.04	437.61	266.18	1327.3	129.69	392.11	1605.2	731.97	555.86	1320.9	561.16	359.8	1285.8	173.13	343.88	942.76	62.707	91.664	56.781	180.39	277.88	454.92	159.47	268.14	29.421	164.47	226.66	275.61	163.49	271.23	1456.1	210.07	317.55	620.11	108.36	360.83	36.944	275.09	277.98	1430.7	554.16	511.7	1291.3	653.4	434.72	1262.9	33.852	383.56	1208.4	58.275	116.6	1229.6
908	7.5583	55.854	169.78	1437.3	33.028	337.54	1375.3	-55.338	161.02	133.71	-42.921	275.71	1584	-35.81	142.31	953.33	-350.63	193.12	1315.2	-5.2556	397.26	1601.8	-720.95	420.96	1316.2	-431.94	206.36	1276.8	-75.949	327.19	954	-7.4197	79.452	73.321	-112.22	290.45	461.72	-95.734	233.31	45.136	-108.92	239.23	324.1	-77.082	223.83	1425.1	-139.17	311.47	724.86	-68.735	331.05	42.869	-250.67	197.86	1361.9	-550.24	389.58	1260.7	-607.13	273.34	1286.5	127.17	159.06	102.48	141.13	133.71	1319.2	85.326	212.96	1587.7	125.88	151.18	951.11	437.66	263.24	1325.8	129.43	392.32	1603.9	729.76	553.38	1315.5	560.19	356.4	1281.9	172.92	344.04	941.42	61.264	91.664	54.308	179.77	278.7	453.58	159.52	268.04	29.37	164.01	226.97	274.43	163.03	271.8	1454.8	209.76	317.65	618.62	108.36	360.78	36.995	274.63	277.41	1429	554.05	508.25	1286.1	652.31	431.32	1255.8	33.492	384.07	1206.8	57.554	117.17	1228.2
909	7.5667	55.235	170.5	1435.4	32.513	338.27	1373.7	-54.926	159.73	130.1	-43.694	276.23	1582.5	-36.222	142.42	951.63	-350.79	194.72	1312.2	-5.2041	397.83	1600.4	-724.35	415.5	1307.3	-431.27	207.18	1272.8	-76.258	327.44	951.57	-7.5227	78.628	69.199	-111.5	287.77	459.71	-96.147	232.84	43.797	-108.2	237.33	321.57	-77.288	223.93	1423.4	-138.96	310.03	722.39	-69.044	331.41	41.272	-251.29	198.63	1359.4	-553.8	386.54	1254	-608.16	269.07	1279.7	127.01	158.6	101.04	139.84	134.12	1317.9	84.553	213.42	1586.1	125.31	151.64	950.03	437.3	261.08	1324.5	128.97	392.52	1602.8	727.85	549.73	1310.4	559.52	352.9	1278.2	172.46	343.98	940.29	59.667	91.561	52.453	179.21	279.78	452.19	159.42	268.09	29.37	163.59	227.38	272.88	162.56	272.36	1453.5	209.5	318.12	617.28	108.31	360.73	36.995	273.96	276.85	1427.7	553.74	504.59	1280.7	651.49	427.51	1248.9	33.131	384.69	1205.3	56.627	117.63	1227
910	7.5750	54.205	171.22	1434.2	31.843	338.88	1372.6	-54.411	158.49	127.83	-44.518	276.74	1581	-36.841	142.73	950.03	-350.99	196.62	1309.5	-5.4102	398.4	1599.3	-727.75	409.52	1297.6	-429.98	208.68	1269.1	-76.464	327.7	949.41	-7.5743	77.443	66.159	-110.57	284.83	457.55	-96.61	232.33	42.663	-107.59	235.21	318.84	-77.597	224.08	1422.2	-138.86	308.38	720.22	-69.199	331.26	40.344	-251.91	199.46	1357.2	-557.45	383.5	1246.7	-609.19	265.36	1272.6	126.6	158.8	99.702	138.81	134.79	1316.8	83.677	213.99	1584.8	124.85	152.21	948.89	436.11	259.38	1323.4	128.45	392.99	1601.7	726.36	545.29	1305.4	559	349.81	1274.6	171.73	344.19	938.9	60.027	90.891	51.629	178.9	280.92	450.75	159.32	268.19	29.37	163.08	227.95	271.39	161.94	272.67	1452.2	209.19	319.15	615.94	108.26	360.63	36.892	273.09	276.18	1426.4	553.49	500.98	1275.3	651.03	423.02	1242.9	32.667	385.57	1203.9	55.854	118.35	1225.6
911	7.5833	53.123	171.94	1433.3	31.173	339.4	1371.3	-53.947	156.64	125.52	-45.394	277.62	1579.5	-37.098	142.73	949.05	-351.35	199.56	1307.3	-5.6678	398.91	1598.5	-731.92	401.95	1287.2	-428.64	211.25	1265.7	-77.237	327.44	947.76	-8.0895	76.464	62.81	-109.54	282.05	455.23	-96.61	231.81	41.89	-106.81	232.95	316.52	-77.907	224.08	1421.1	-138.96	306.68	718.01	-69.044	330.69	40.19	-252.48	200.69	1355.2	-561.01	380.72	1238.8	-609.86	261.7	1264.9	126.34	159.06	98.465	138.09	135.2	1315.6	83.059	214.71	1583.3	124.54	152.93	947.71	434.88	257.83	1322.5	127.94	393.5	1600.7	725.58	540.71	1299.7	558.43	346.72	1271.8	170.7	344.81	937.3	60.697	90.427	50.804	178.54	282.21	449.46	159.21	268.24	29.473	162.56	228.52	270.35	161.12	272.98	1450.8	208.88	320.59	614.85	108.2	360.58	36.841	272.26	275.71	1425	554.11	497.27	1269.4	650.92	418.23	1237.3	31.791	386.34	1202.7	55.441	119.28	1223.5
912	7.5917	52.505	172.35	1432.3	30.4	339.81	1369.5	-53.638	154.78	122.89	-46.218	278.5	1578.3	-37.15	142.37	947.66	-351.56	203.63	1305.4	-6.0285	399.32	1597.4	-737.95	392.47	1275.1	-427.3	214.86	1262.3	-78.679	326.41	946.21	-8.4502	75.536	58.997	-108.56	279.73	453.01	-96.559	231.35	41.272	-106.14	230.68	314.77	-78.113	223.72	1419.8	-139.27	305.19	715.74	-68.529	329.92	40.19	-253.14	202.39	1353.4	-564.2	378.61	1230.9	-609.5	258.04	1257	125.67	159.42	97.641	137.42	135.72	1314.1	82.441	215.27	1581.6	124.28	153.44	946.73	433.85	256.55	1322.1	127.42	393.81	1599.7	725.74	536.23	1293.8	558.23	343.06	1269.1	169.57	345.48	935.91	60.491	90.221	49.722	178.07	283.7	447.91	159.27	268.14	29.421	162.1	229.34	269.07	160.14	273.55	1449.4	208.32	322.19	613.67	108.26	360.63	36.944	271.44	275.4	1423.9	555.7	493.51	1263.1	651.59	412.93	1231.9	30.555	386.85	1201.2	54.926	120	1221.2
913	7.6000	52.041	172.66	1431.1	29.37	340.07	1368.2	-53.535	153.29	120.88	-47.043	279.22	1577.1	-37.304	142	945.96	-351.35	207.96	1303.5	-6.4407	399.68	1596.2	-743.77	381.86	1262.1	-425.19	218.21	1259.5	-79.762	325.28	944.82	-8.141	74.403	55.957	-107.79	277.67	451.31	-96.662	230.94	40.705	-105.83	228.62	313.12	-78.267	222.64	1418.8	-139.69	303.79	713.68	-68.22	329.4	39.932	-254.02	204.3	1351.7	-567.14	376.7	1223.5	-607.9	254.23	1248.9	124.54	159.83	97.229	136.65	136.75	1312.8	81.41	215.53	1580	124.23	153.6	945.85	433.07	255.93	1322.1	126.96	393.81	1598.6	726.97	531.74	1287.7	558.54	339.55	1266.9	168.33	346.25	934.72	59.976	89.861	49.207	177.4	285.45	446.37	159.32	268.09	29.524	161.38	230.63	267.52	159.16	274.37	1447.9	207.6	323.63	612.28	108.26	360.68	36.995	270.41	275.3	1422.7	557.97	489.6	1257.1	652.78	407.31	1226.7	28.957	387.27	1199.7	54.102	120.21	1220.2
914	7.6083	51.526	173.13	1429.7	27.978	340.07	1367.3	-53.484	151.95	118.66	-48.125	279.94	1575.8	-37.459	141.44	944.62	-350.99	212.7	1301.4	-6.6983	400.2	1595.2	-748	370.16	1248.5	-422.3	221.35	1257.3	-80.689	324.35	943.28	-8.0895	73.527	53.277	-107.48	275.82	450.08	-96.868	230.42	40.448	-105.58	226.82	311.32	-78.473	220.99	1417.7	-140.1	302.3	711.77	-68.168	329.3	39.572	-254.9	205.95	1350.1	-569.41	374.44	1216.2	-605.43	250.47	1240.2	123.92	159.57	97.023	135.82	137.78	1311.6	80.38	215.63	1578.8	124.49	153.8	944.82	432.2	256.55	1322.1	126.44	393.81	1597	729.5	527.11	1281.7	559.31	335.89	1265.1	166.84	347.13	933.54	59.77	89.603	48.898	176.53	287.51	445.03	159.21	268.04	29.782	160.76	231.86	266.28	158.34	275.3	1446.5	206.57	325.23	610.84	108.26	360.73	36.944	269.27	275.71	1421.6	561.32	485.63	1251.2	654.43	401.64	1221.9	26.587	387.63	1198.4	53.535	119.64	1219.8
915	7.6167	51.113	173.23	1428.4	26.381	340.12	1366.3	-53.226	151.18	116.45	-49.31	280.4	1574.8	-37.304	140.3	943.38	-350.68	217.9	1299.1	-7.162	400.87	1594.1	-751.19	357.9	1234.2	-418.85	225.06	1254.9	-81.977	323.12	941.63	-8.2956	72.857	50.65	-107.43	273.5	448.74	-97.435	230.06	40.241	-105.42	225.42	309.62	-78.886	219.65	1416.2	-140.3	300.7	710.12	-68.117	329.71	39.159	-255.26	207.54	1348.7	-570.23	372.58	1209.6	-602.44	247.27	1232	123.76	159.42	96.971	135.2	138.45	1310.3	79.349	215.94	1577.8	124.9	154.32	943.9	431.32	257.78	1322.2	125.88	394.12	1595.4	733.16	522.16	1275.6	560.6	331.88	1263	165.35	347.95	932.61	60.491	89.088	48.743	175.5	289.83	443.69	159.11	268.04	30.039	160.04	233.05	265.41	157.51	276.07	1445	205.28	327.19	609.39	108.2	360.78	36.789	268.19	276.64	1420.5	566.11	481.45	1245.8	656.9	396.28	1218.3	23.856	388.04	1197.5	53.226	118.77	1219.2
916	7.6250	50.701	173.02	1427.2	24.217	340.53	1365	-52.711	150.76	114.64	-50.134	280.56	1574.2	-36.995	138.86	942.45	-349.7	222.8	1296.4	-8.2441	401.33	1593	-753.2	345.68	1219.5	-415.14	228.46	1251.5	-83.677	321.21	940.19	-8.141	72.599	48.228	-107.53	271.33	447.09	-98.002	229.91	39.881	-105.32	224.34	307.76	-79.658	218.93	1415	-140.46	298.54	708.84	-68.065	330.43	38.696	-255.36	209.55	1347.3	-570.03	372.48	1204.2	-598.62	245.73	1224.6	123.61	159.32	97.023	134.84	139.38	1309	78.113	216.25	1576.4	125.26	154.89	942.92	430.91	259.02	1322.2	125.05	394.22	1594.1	738.15	516.7	1269	562.09	328.01	1261.6	163.28	348.98	931.79	61.573	88.315	48.795	174.31	292.46	442.35	159.01	268.04	30.297	158.96	234.8	264.64	156.64	276.69	1443.2	204.04	329.25	608.26	108.2	360.88	36.686	267.11	277.57	1419.2	571.93	476.97	1240.5	660.45	390.31	1215.3	21.229	388.09	1196.3	52.814	118.66	1218.1
917	7.6333	50.237	173.02	1425.7	21.795	340.79	1364	-52.35	150.25	113.1	-50.804	280.71	1573.3	-36.583	137.11	941.47	-348.31	226.15	1293	-9.5322	401.69	1592.2	-753.51	333.78	1204.8	-412.2	231.14	1246.6	-85.532	319.15	938.64	-7.8834	72.496	46.321	-107.64	270.1	445.34	-98.311	229.8	39.572	-105.27	223.67	305.96	-80.483	218	1414.4	-140.87	296.01	707.45	-68.168	330.95	38.335	-255.62	211.36	1345.6	-568.94	374.18	1199.9	-594.97	246.45	1216.6	123.2	159.16	96.971	134.58	140.72	1307.6	77.031	216.36	1575.2	125.57	155.5	941.58	430.65	260.46	1321.9	123.87	394.17	1593	744.75	510.31	1262	563.64	324.61	1260.9	160.71	350.17	930.96	61.264	88.057	49.258	173.07	295.09	441.16	158.85	268.09	30.503	157.98	236.86	263.97	155.66	277.47	1441.4	202.6	331.77	607.43	108.15	360.99	36.738	266.03	278.44	1417.9	578.43	472.7	1236	665.5	382.32	1213.6	18.498	387.73	1194.9	52.401	119.54	1216.3
918	7.6417	49.877	173.54	1423.9	20.043	340.43	1363.3	-52.092	149.73	111.76	-51.68	281.07	1572.1	-35.965	135.31	940.03	-347.39	227.54	1288.8	-10.717	402	1591.5	-751.19	323.37	1191	-410.19	233.62	1240.8	-87.387	317.65	937.25	-7.8319	72.187	44.621	-107.74	269.01	443.74	-98.465	229.7	39.314	-105.37	223	304.57	-81.153	216.51	1413.7	-141.85	293.7	705.95	-68.374	331.05	38.077	-256.08	212.34	1343.8	-566.73	377.53	1195.8	-592.44	249.64	1208.4	122.84	159.47	96.662	134.12	141.9	1306	76	216.41	1574.3	125.72	156.17	940.13	430.24	262.78	1321.4	122.68	394.32	1592	752.38	502.94	1255.5	565.29	322.29	1261.3	158.39	350.94	930.04	59.873	88.469	49.361	171.73	297.92	440.34	158.8	268.14	30.503	157.15	238.82	263.35	154.47	278.24	1439.4	201	334.71	606.76	108.1	361.09	36.635	265	279.47	1416.5	585.48	468.99	1233.3	670.97	373.97	1213.5	15.612	387.27	1193.7	52.092	120.21	1214.7
919	7.6500	49.774	174.05	1422.4	18.034	340.17	1362.2	-51.886	149.42	110.52	-52.865	281.74	1570.8	-35.295	133.71	938.43	-347.02	228	1284.1	-11.748	402	1590.9	-746.5	315.39	1178.3	-408.91	235.78	1234.9	-89.603	315.95	936.12	-7.6258	71.827	43.024	-108.2	267.78	442.35	-98.568	229.65	39.159	-105.42	222.02	303.02	-82.235	215.63	1412.8	-143.09	291.38	704.61	-68.374	331.1	37.871	-256.39	211.98	1341.8	-563.69	382.73	1191.7	-590.43	254.9	1200.5	123.09	159.27	96.868	133.71	142.88	1304.4	74.815	216.51	1573.1	126.13	156.64	939	429.83	265.67	1320.9	121.75	394.69	1591.4	760.36	494.59	1250.1	566.99	320.54	1262.3	156.12	351.61	929.06	59.409	88.985	48.743	170.19	301.48	439.56	158.7	268.09	30.503	156.23	240.88	262.63	153.29	279.06	1437.4	199.3	337.7	605.99	108.1	361.19	36.274	264.07	280.81	1415	593.47	465.53	1231.6	675.76	366.35	1213.5	12.521	386.8	1192.9	52.041	120.05	1213.7
920	7.6583	49.516	174.16	1421.5	15.767	340.33	1360.8	-51.68	149.06	109.18	-54.05	282.41	1569.8	-34.574	131.91	937.4	-347.02	228	1279.9	-12.624	402.05	1590	-743.1	324.4	1171.4	-407.88	237.79	1229.8	-91.922	313.07	934.93	-7.4197	71.93	41.633	-108.82	266.75	441.06	-98.568	229.65	39.056	-105.42	221.15	301.73	-83.42	214.86	1412.2	-144.37	288.96	703.22	-68.426	331.15	37.665	-256.55	210.22	1339.1	-559.67	389.17	1187.7	-588.06	261.03	1192.6	123.71	158.75	97.744	134.12	144.17	1303	73.785	216.66	1571.8	127.06	156.95	938.07	429.36	269.01	1320.4	120.83	394.79	1590.7	768.92	485.42	1245.6	568.28	318.84	1262.1	153.03	352.33	928.28	59.564	89.191	48.434	168.8	305.24	438.38	158.44	268.09	30.555	155.4	243.15	262.01	152.36	280.04	1435.7	197.45	340.89	605.27	108.2	361.35	35.913	263.19	282.62	1413.3	602.13	462.03	1229.5	680.03	358.82	1213.4	9.0685	385.93	1191.7	52.092	119.8	1212.9
921	7.6667	49.207	173.95	1420.7	13.551	339.91	1359.4	-51.319	148.45	107.53	-55.029	282.67	1568.6	-33.801	129.95	936.27	-346.82	228	1276.6	-13.448	402.47	1588.4	-739.49	338.63	1166.6	-406.33	240.32	1225.6	-93.776	309.93	933.9	-7.2651	71.93	40.499	-109.29	266.03	440.03	-98.774	229.6	38.85	-105.63	220.63	300.96	-83.987	212.7	1411.2	-145.97	286.43	701.88	-68.58	331.1	37.253	-256.55	208.06	1335.9	-554.31	396.03	1184.2	-585.43	267.73	1185	123.46	160.14	97.899	135.1	145.56	1301.7	72.651	216.77	1570.7	127.83	157.2	937.25	428.9	273.39	1319.6	120	394.53	1589.6	777.93	475.27	1241.7	569.1	317.29	1261.2	149.73	352.9	927.87	59.615	89.294	48.743	167.72	308.84	437.3	158.29	268.09	30.658	154.73	245.42	261.54	151.43	281.23	1433.6	195.49	344.24	604.81	108.1	361.5	35.45	262.11	285.09	1411.5	610.42	458.17	1227.4	683.9	351.4	1214.2	5.6678	384.95	1190.3	52.195	119.59	1211.9
922	7.6750	49.413	173.8	1419.4	10.666	339.45	1358.1	-50.701	148.03	105.73	-55.957	282.62	1567.4	-33.028	127.83	934.42	-345.89	228.82	1273	-14.118	402.98	1586.9	-734.96	356.71	1163.1	-404.63	243.66	1221.5	-95.941	307.09	932.77	-7.162	71.775	39.675	-110.16	265.61	439	-99.238	229.55	38.593	-105.99	220.22	299.83	-84.45	210.17	1409.2	-147.67	283.85	700.7	-68.89	331	36.686	-256.39	206	1332.5	-547.87	403.44	1180.7	-582.96	275.56	1178.7	122.17	162.98	97.177	135.31	146.54	1300.5	71.157	216.77	1569.3	128.25	157.2	936.22	427.97	278.86	1318.3	119.13	394.38	1588.1	786.95	463.32	1238.3	569.25	316.26	1261	146.9	353.26	927.31	59.615	89.397	49.516	166.74	312.71	436.47	158.23	268.14	30.658	154.11	247.48	261.03	150.3	282.62	1431.5	193.58	347.8	604.45	107.95	361.61	35.037	260.82	288.03	1409.4	618.25	454.25	1226.3	686.63	344.4	1215.8	2.0095	383.87	1189	52.453	118.97	1211.1
923	7.6833	49.98	173.85	1417.7	7.8834	339.04	1356.9	-50.289	148.29	104.6	-57.039	282.72	1566.4	-32.203	125.36	932.56	-344.4	230.53	1269.2	-14.736	403.08	1585.9	-729.09	376.7	1159.6	-403.5	246.91	1217.7	-98.62	303.79	931.01	-7.059	71.775	39.159	-111.4	265.3	437.92	-99.805	229.55	38.593	-106.61	220.01	298.44	-84.914	207.96	1407	-149.22	281.33	699.56	-69.405	330.95	36.119	-255.72	204.76	1329.2	-540.76	411.07	1176.6	-580.49	284.68	1173.9	121.39	164.83	97.126	134.95	147.26	1299.1	69.559	216.87	1567.6	128.45	157	934.67	426.37	285.09	1317.1	117.94	394.38	1586.5	796.02	450.02	1235.1	568.53	316.11	1261.3	143.76	353.26	926.27	59.77	89.345	50.65	165.76	316.88	435.7	158.18	268.29	30.555	153.7	249.64	260.77	149.01	284.16	1429.5	191.88	351.2	603.93	107.84	361.71	34.883	259.48	291.33	1407.3	625.16	451.11	1225.3	687.76	337.7	1217.4	-1.8034	382.37	1187.6	52.865	118.2	1210.2
924	7.6917	50.289	173.8	1416	5.5648	338.32	1355.4	-50.701	148.91	104.6	-58.224	283.08	1565.1	-31.74	122.84	931.22	-342.85	232.28	1266.3	-15.715	403.14	1584.4	-721.87	397.93	1156.2	-402.47	250.1	1214.4	-101.2	300.34	929.42	-6.9559	71.93	38.799	-112.53	265.41	436.89	-100.37	229.7	39.056	-107.28	220.43	297.3	-85.326	205.64	1405.3	-150.45	278.96	698.53	-69.869	331	35.656	-254.85	204.61	1326.1	-532.88	419.37	1172.3	-577.55	294.62	1169.6	121.14	165.71	97.847	134.79	147.98	1297.7	68.22	216.92	1566	128.3	156.69	933.02	424.62	291.89	1316	117.01	394.43	1584.6	803.85	437.19	1232	566.78	316.83	1261.7	140.41	352.8	925.4	60.182	89.294	51.68	165.04	321.06	434.98	158.18	268.24	30.503	153.24	252.17	260.51	147.67	285.66	1427.2	190.54	354.14	603.62	107.74	361.86	34.728	258.04	294.73	1405.3	631.24	448.68	1225	687.56	331.52	1219	-5.5648	380.72	1186.1	53.484	117.58	1209
925	7.7000	50.392	173.38	1414.7	3.4007	337.18	1353.9	-51.062	149.22	104.55	-59.564	283.39	1563.4	-31.997	120.72	930.04	-341.56	233.77	1264.3	-16.849	403.34	1582.4	-713.37	419.52	1153.1	-401.44	253.35	1211.6	-103.51	297.3	928.18	-6.9044	71.981	38.593	-113.82	266.18	435.85	-100.73	229.8	39.211	-107.89	221.15	296.32	-86.048	203.11	1403.9	-151.43	276.64	697.6	-70.229	331.1	35.295	-253.92	205.48	1323.7	-523.76	428.64	1168.5	-574.46	305.49	1165.7	121.03	166.53	98.568	134.95	148.86	1296	66.983	216.97	1564.8	128.04	156.28	931.79	422.51	299.11	1314.6	116.29	394.48	1582.5	810.03	424.67	1228.4	564.05	318.43	1262	137.57	352.18	924.68	60.543	89.654	52.865	164.83	325.38	434.26	158.18	268.09	30.658	153.03	254.64	260.1	146.28	286.89	1424.8	189.51	356.76	603.57	107.64	361.86	34.522	256.39	298.02	1403	636.39	446.52	1226.3	686.32	326.16	1220.6	-9.3261	379.07	1184.4	54.153	116.96	1207.6
926	7.7083	50.547	172.92	1413	1.0305	335.69	1352.8	-51.113	149.48	103.98	-60.8	283.39	1561.8	-32.358	118.97	928.28	-340.69	235.99	1262.5	-17.879	403.29	1580.1	-703.68	440.49	1150.6	-400.66	256.65	1209	-105.63	294.37	927.2	-6.6468	72.033	38.18	-115.37	267.21	434.88	-100.94	229.65	38.85	-108.51	221.66	295.5	-86.924	200.85	1402.4	-152.46	274.84	696.78	-70.59	331.21	35.14	-253.14	206.67	1322.1	-514.28	437.86	1165.1	-571.42	317.14	1162	121.24	167.41	99.599	135.62	149.89	1293.8	65.85	217.03	1563.6	127.83	155.4	930.91	419.93	306.32	1313	115.37	394.58	1580.5	814.82	411.59	1223.8	560.96	320.85	1262.2	134.95	351.3	923.7	60.903	90.221	54.462	164.93	329.97	433.38	158.13	268.04	30.915	153.24	257.22	260.1	144.94	287.56	1422.5	188.79	359.18	603.36	107.53	361.86	34.522	254.64	301.06	1400.6	640.15	445.23	1228.4	683.9	322.7	1222.1	-12.933	377.17	1183	54.772	116.24	1206.1
927	7.7167	50.65	172.77	1411.1	-1.1851	334.45	1351.6	-51.216	149.68	103.57	-62.037	283.29	1560.6	-32.1	117.38	926.12	-340.38	238.87	1260.6	-18.858	403.24	1578	-693.33	460.79	1148.5	-400.66	260.05	1206.1	-107.53	291.43	926.48	-6.1831	72.342	37.511	-116.96	267.88	433.85	-101.09	229.65	38.593	-109.23	221.92	294.78	-87.645	199.15	1401	-153.6	273.45	695.9	-70.693	331.52	35.192	-252.68	207.54	1320.4	-505.1	446.83	1161.8	-568.07	329.45	1158.9	121.5	168.44	101.14	136.18	150.45	1292	64.871	217.03	1562.7	127.47	154.16	929.62	417.72	312.09	1311.1	114.18	394.69	1578.6	817.04	399.07	1219.4	558.43	324.35	1261.7	132.42	350.01	922.62	61.367	90.685	56.73	165.5	334.86	432.61	157.93	268.19	31.07	153.55	260.31	260.72	143.86	287.92	1420	188.33	361.61	603.21	107.43	361.86	34.368	252.89	303.54	1398.6	642.42	446.11	1230.7	680.55	322.76	1223.2	-16.282	375.21	1181.4	55.338	115.57	1204.9
928	7.7250	50.547	172.82	1409.5	-2.9885	333.73	1349.9	-51.319	149.73	103.21	-63.273	283.03	1559.4	-31.894	115.62	924.27	-340.33	240.93	1258.5	-19.94	403.29	1576.3	-682.56	480.11	1146.3	-401.28	263.5	1203.4	-109.23	288.39	925.5	-5.977	72.703	37.098	-118.41	268.19	432.92	-101.25	229.75	38.541	-110.16	221.87	294.06	-88.521	197.86	1399.4	-154.73	271.95	695.03	-70.538	331.88	34.986	-252.68	208.42	1318.2	-495.57	456.1	1159	-564.36	342.44	1156.3	122.06	169.78	103.31	136.34	150.71	1290.5	63.892	217.23	1561.9	126.96	153.03	927.67	415.91	315.54	1308.9	113.05	394.74	1576.3	815.91	388.3	1215.1	556.68	328.73	1260.3	130.41	348.36	921.64	61.728	91.458	59.821	166.43	340.48	432.35	157.72	268.4	31.173	153.96	264.02	261.65	142.57	288.44	1417.8	187.86	364.18	603	107.33	361.86	34.213	251.5	305.34	1396.5	642.52	450.54	1233.3	677.61	327.29	1223.6	-19.374	373.46	1179.8	55.699	114.9	1203.4
929	7.7333	50.083	172.77	1408.1	-4.4827	333.16	1347.8	-51.526	149.84	103	-64.613	282.93	1558.2	-32.719	113.15	922.87	-340.17	241.6	1255.5	-20.971	403.44	1574.2	-671.38	498.51	1143.7	-402	267.21	1200.6	-110.78	285.35	924.11	-6.08	72.754	36.841	-119.9	268.45	431.99	-101.51	229.7	38.438	-111.09	221.87	293.13	-89.654	196.93	1397.8	-155.81	270.56	694.1	-70.435	331.93	34.677	-253.14	208.99	1316.1	-485.47	465.17	1157.2	-560.39	355.99	1153.5	122.89	171.53	105.94	136.34	150.92	1288.7	63.119	217.59	1560.8	126.19	151.59	925.71	414.63	317.35	1306.5	111.91	395.1	1573.8	811.94	381.34	1210.3	555.5	333.78	1258.4	128.5	346.66	920.71	62.449	92.797	63.531	167.61	347.02	432.56	157.57	268.5	31.328	154.89	268.29	262.78	141.08	289.11	1415.8	187.66	367.12	603	107.33	361.97	34.316	250.31	306.22	1394.2	641.03	457.7	1236	675.35	335.23	1223.4	-21.847	371.91	1177.9	55.648	114.08	1202.1
930	7.7417	49.207	172.66	1406.4	-5.977	332.55	1345.8	-51.577	150.09	102.33	-65.644	283.18	1556.7	-34.007	110.32	921.38	-340.22	241.65	1251.8	-22.156	403.6	1571.9	-659.68	516.29	1140.4	-402.67	270.97	1197.6	-112.12	283.13	922.31	-6.4407	72.445	36.48	-121.5	268.91	430.7	-101.66	229.55	38.387	-111.86	222.49	291.94	-91.046	196.57	1396.2	-156.9	269.43	692.86	-70.538	331.77	34.471	-254.07	209.04	1313.9	-475.12	473.73	1156.6	-555.65	369.8	1150.2	123.61	173.49	108.67	135.92	150.71	1286.8	62.449	217.85	1559	125	149.42	923.7	413.8	318.58	1304	110.63	395.66	1571.7	806.99	379.02	1205	554.57	339.45	1256.2	126.65	344.76	919.32	63.376	94.498	67.705	169.57	354.24	432.87	157.46	268.5	31.431	156.38	272.78	264.22	139.69	289.42	1413.6	187.97	370.37	603.67	107.28	362.17	34.368	249.02	306.11	1392.1	638.87	465.95	1238.9	673.28	344.45	1222.5	-23.805	370.37	1175.6	55.029	113.1	1201.2
